
List of user-set options:

                                    Name   Value                used
                   hessian_approximation = limited-memory        yes
                           linear_solver = ma57                  yes
                  ma57_automatic_scaling = yes                   yes
                                max_iter = 3000                  yes
                             mu_strategy = adaptive              yes
                             output_file = trackingOptimizationOutputFile.txtIPOPTinfo.txt  yes
                             print_level = 5                     yes
                      print_user_options = yes                   yes
                                     tol = 0.001                 yes
This is Ipopt version 3.12.9, running with linear solver ma57.

Number of nonzeros in equality constraint Jacobian...:     2004
Number of nonzeros in inequality constraint Jacobian.:      200
Number of nonzeros in Lagrangian Hessian.............:        0

Total number of variables............................:      307
                     variables with only lower bounds:        0
                variables with lower and upper bounds:      307
                     variables with only upper bounds:        0
Total number of equality constraints.................:      154
Total number of inequality constraints...............:       51
        inequality constraints with only lower bounds:        0
   inequality constraints with lower and upper bounds:       51
        inequality constraints with only upper bounds:        0

iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
   0  8.6750001e-01 1.86e+01 2.15e-01   0.0 0.00e+00    -  0.00e+00 0.00e+00   0
   1  8.5263180e-01 4.65e+05 2.27e+06  -6.3 1.01e+00    -  9.74e-03 2.35e-02h  4
   2  7.6095492e-01 9.27e+05 1.95e+06  -0.7 9.67e-01    -  6.32e-01 1.41e-01h  1
   3  7.3209143e-01 1.11e+06 1.20e+06  -0.7 7.71e-01    -  1.87e-01 9.16e-02h  4
   4  7.1434716e-01 1.19e+06 1.23e+06  -0.8 6.82e-01    -  7.55e-01 6.14e-02h  5
   5  6.9739789e-01 1.36e+06 1.29e+06  -0.9 4.97e-01    -  5.91e-01 6.25e-02h  5
   6  6.6579942e-01 1.31e+06 1.25e+06  -1.5 5.06e-01    -  6.70e-01 1.25e-01h  4
   7  6.1803761e-01 1.23e+06 8.92e+05  -1.5 3.68e-01    -  6.26e-01 2.47e-01h  3
   8  5.9766186e-01 1.38e+06 8.89e+05  -1.4 2.64e-01    -  7.77e-01 2.42e-01h  3
   9  5.6961731e-01 1.28e+06 5.34e+05  -1.8 2.84e-01    -  7.87e-01 2.50e-01h  3
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  10  5.3728015e-01 1.20e+06 4.47e+05  -2.1 2.82e-01    -  1.00e+00 2.50e-01h  3
  11  3.8703079e-01 5.18e+05 6.43e-01  -2.3 2.32e-01    -  1.00e+00 1.00e+00h  1
  12  2.8631076e-01 4.52e+05 2.36e-01  -2.3 2.36e-01    -  9.95e-01 1.00e+00h  1
  13  3.2984930e-01 1.30e+06 9.94e+00  -1.9 2.43e-01    -  1.00e+00 1.00e+00h  1
  14  3.4641791e-01 1.00e+06 2.96e+00  -1.9 9.50e-02    -  1.00e+00 5.00e-01h  2
  15  3.6199184e-01 8.19e+05 6.88e-01  -1.9 8.90e-02    -  1.00e+00 1.00e+00h  1
  16  3.6977460e-01 7.03e+05 4.81e-01  -1.9 5.93e-02    -  1.00e+00 5.00e-01h  2
  17  3.7141124e-01 6.63e+05 4.41e-01  -1.9 4.89e-02    -  1.00e+00 1.25e-01h  4
  18  3.9766916e-01 6.17e+05 3.10e-01  -1.9 9.53e-02    -  1.00e+00 1.00e+00h  1
  19  4.0217296e-01 6.10e+05 2.96e-01  -1.9 3.24e-02    -  1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  20  4.0237281e-01 4.58e+05 2.04e-01  -1.9 1.24e-02    -  1.00e+00 5.00e-01h  2
  21  4.0482131e-01 3.58e+05 1.09e+00  -1.9 6.68e-02    -  1.00e+00 5.00e-01h  2
  22  3.8822473e-01 2.37e+05 2.43e+00  -2.6 5.77e-02    -  9.97e-01 1.00e+00h  1
  23  3.2164487e-01 6.75e+05 3.58e+00  -2.6 1.75e-01    -  9.90e-01 1.00e+00h  1
  24  1.9233436e-01 3.84e+05 2.08e+00  -2.7 3.35e-01    -  7.17e-01 1.00e+00h  1
  25  1.9646235e-01 3.97e+05 4.16e-01  -2.3 3.30e-01    -  1.00e+00 1.00e+00h  1
  26  1.5548673e-01 2.90e+05 3.17e-01  -2.4 1.53e-01    -  1.00e+00 1.00e+00h  1
  27  5.6235213e-02 3.02e+05 8.24e-01  -2.9 1.98e-01    -  1.00e+00 1.00e+00h  1
  28  1.6531277e-02 5.97e+05 8.67e-02  -3.1 8.66e-02    -  1.00e+00 1.00e+00h  1
  29  1.8329841e-02 4.54e+05 7.07e-02  -3.5 3.17e-02    -  1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  30  3.9227549e-03 1.25e+06 7.17e-02  -3.8 5.64e-02    -  1.00e+00 1.00e+00h  1
  31  4.0500781e-03 5.60e+05 1.16e-02  -4.4 4.98e-02    -  9.99e-01 1.00e+00h  1
  32  3.2745894e-03 2.12e+05 1.18e-02  -4.5 1.82e-01    -  9.98e-01 1.00e+00h  1
  33  3.5000457e-03 1.89e+05 3.43e-02  -4.3 1.08e-01    -  1.00e+00 2.50e-01h  3
  34  3.1358738e-03 8.03e+04 4.39e-03  -4.9 5.85e-02    -  1.00e+00 1.00e+00h  1
  35  2.7145396e-03 7.52e+04 5.35e-03  -5.1 6.17e-02    -  1.00e+00 1.00e+00h  1
  36  2.9449760e-03 5.65e+04 5.17e-03  -4.9 1.05e-01    -  1.00e+00 1.00e+00h  1
  37  2.6079160e-03 3.58e+04 2.01e-03  -5.4 3.82e-02    -  1.00e+00 1.00e+00h  1
  38  2.5632375e-03 3.33e+04 5.42e-02  -5.6 1.23e-01    -  1.00e+00 2.50e-01h  3
  39  2.5116328e-03 3.26e+04 6.16e-02  -6.9 6.08e-01    -  2.75e-01 7.02e-02h  3
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  40  2.1750856e-03 2.02e+05 3.96e-02  -4.7 1.52e+00    -  4.51e-01 1.70e-01h  1
  41  2.1652633e-03 2.02e+05 1.23e-01  -4.7 3.21e-01    -  6.95e-01 1.34e-02h  7
  42  2.1588434e-03 2.01e+05 2.04e-01 -10.8 3.76e-01    -  3.49e-01 2.93e-03h  6
  43  2.1433382e-03 2.01e+05 2.08e-01 -10.9 3.27e-01    -  1.78e-01 7.69e-03h  6
  44  2.1333891e-03 2.00e+05 2.11e-01 -11.0 4.90e-01    -  4.18e-02 3.44e-03h  5
  45  2.1158392e-03 2.00e+05 2.11e-01 -11.0 6.55e-01    -  4.40e-02 8.41e-03h  4
  46  2.1000317e-03 2.00e+05 2.10e-01 -11.0 7.06e-01    -  8.58e-02 1.12e-02h  4
  47  2.0693084e-03 1.97e+05 2.00e-01 -11.0 6.66e-01    -  8.93e-02 4.04e-02h  4
  48  2.0406076e-03 1.93e+05 1.89e-01 -11.0 4.41e-01    -  1.87e-01 5.95e-02h  3
  49  2.0261689e-03 1.76e+05 1.41e-01  -6.2 1.99e-01    -  5.99e-01 1.86e-01h  3
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  50  2.0213339e-03 1.74e+05 1.41e-01 -11.0 3.44e-01    -  9.50e-02 1.85e-02h  4
  51  2.1620094e-03 1.30e+05 9.14e-02  -5.8 2.10e-01    -  2.61e-01 4.57e-01H  1
  52  2.1268349e-03 1.30e+05 4.26e-02  -5.1 1.38e+00    -  7.62e-01 7.63e-02h  2
  53  2.0998577e-03 1.26e+05 4.78e-02  -5.2 3.26e-01    -  1.00e+00 1.11e-01h  4
  54  2.0787733e-03 1.23e+05 4.42e-02  -5.3 3.22e-01    -  3.71e-01 4.59e-02h  5
  55  2.0613614e-03 1.15e+05 3.05e-02  -5.6 5.99e-01    -  5.60e-01 1.33e-01h  3
  56  2.0618987e-03 1.09e+05 9.41e-02  -5.1 4.02e-01    -  8.76e-01 1.60e-01h  3
  57  2.0733652e-03 1.03e+05 6.94e-02  -5.7 2.93e-01    -  4.87e-01 1.71e-01h  3
  58  2.0847389e-03 9.17e+04 2.83e-02  -5.6 2.46e-01    -  6.46e-01 3.56e-01h  2
  59  2.0974374e-03 8.63e+04 5.39e-02  -5.1 2.95e-01    -  5.11e-01 1.95e-01h  3
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  60  2.1752752e-03 7.05e+04 2.85e-02  -5.2 1.53e-01    -  9.43e-01 4.87e-01h  2
  61  2.1726307e-03 6.95e+04 2.68e-02  -5.3 1.32e-01    -  7.72e-01 6.25e-02h  5
  62  2.2110280e-03 6.01e+04 6.61e-02  -5.0 1.51e-01    -  7.42e-01 4.06e-01h  2
  63  2.1919988e-03 5.67e+04 4.24e-02  -5.9 2.60e-01    -  4.94e-01 2.09e-01h  2
  64  2.2245793e-03 5.41e+04 4.43e-02  -4.7 3.36e-01    -  5.87e-01 1.75e-01h  3
  65  2.2841026e-03 5.10e+04 7.05e-02  -4.6 2.18e-01    -  6.98e-01 1.78e-01h  3
  66  2.2874903e-03 4.68e+04 5.11e-02 -10.7 2.89e-01    -  5.36e-01 2.83e-01h  1
  67  2.2537945e-03 4.16e+04 7.17e-02  -5.9 2.38e-01    -  5.98e-01 3.56e-01h  1
  68  2.2568151e-03 4.16e+04 1.32e-01  -5.1 3.03e-01    -  8.83e-01 6.25e-02h  5
  69  2.2384481e-03 4.10e+04 1.58e-01  -5.4 1.48e-01    -  3.37e-01 4.47e-01h  2
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  70  2.3462378e-03 3.70e+04 2.39e-01  -5.9 1.46e-01    -  3.14e-01 3.52e-01H  1
  71  2.3372172e-03 3.62e+04 2.02e-01 -11.0 5.14e-01    -  2.52e-01 5.03e-02h  4
  72  2.3988887e-03 3.47e+04 3.24e-01  -5.7 1.71e-01    -  1.61e-01 3.22e-01H  1
  73  2.3399239e-03 3.28e+04 3.52e-01 -11.0 2.35e-01    -  1.96e-01 1.33e-01h  2
  74  2.2745077e-03 3.25e+04 2.74e-01 -11.0 2.66e-01    -  3.70e-02 1.61e-01h  1
  75  2.2822499e-03 3.15e+04 2.31e-01  -5.6 2.18e-01    -  2.53e-01 8.74e-02h  4
  76  2.3380332e-03 5.09e+04 1.38e+00  -4.8 1.51e-01    -  6.66e-01 1.00e+00h  1
  77  2.3428836e-03 3.74e+04 8.10e-01  -5.0 1.65e-01    -  2.41e-01 5.91e-01h  1
  78  2.3234773e-03 2.94e+04 3.29e-01  -5.0 1.29e-01    -  5.03e-01 5.00e-01h  2
  79  2.3309969e-03 2.86e+04 4.24e-01  -5.8 2.13e-01    -  3.29e-01 4.05e-01h  2
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  80  2.3363220e-03 2.71e+04 3.36e-01 -11.0 2.26e-01    -  2.78e-01 1.17e-01h  3
  81  2.3925931e-03 2.25e+05 3.59e+00  -4.1 3.72e-01    -  1.00e+00 7.03e-01h  1
  82  2.4792383e-03 7.37e+04 1.01e+00  -4.2 2.00e-01    -  6.94e-01 1.00e+00h  1
  83  2.4610082e-03 4.97e+04 6.16e-01  -4.2 1.17e-01    -  6.49e-01 1.00e+00h  1
